product_name,match,miss,missing 
WAITROSE SOFT WHITE THICK SLICED BREAD 800G,WAITROSE SOFT WHITE THICK SLICED BREAD 800G,1,"White Sliced Loaf, branded"
WAITROSE TIGER BLOOMER 800G,WAITROSE TIGER BLOOMER 800G,1,"White Sliced Loaf, branded"
WAITROSE WHITE FARMHOUSE LOAF 400G,WAITROSE WHITE FARMHOUSE LOAF 400G,1,"White Sliced Loaf, branded"
WAITROSE WHITE LONG SPLIT TIN BREAD 800G,WAITROSE WHITE LONG SPLIT TIN BREAD 800G,1,"White Sliced Loaf, branded"
WAITROSE WHITE SANDWICH LOAF 800G,WAITROSE WHITE SANDWICH LOAF 800G,1,"White Sliced Loaf, branded"
WARBURTONS DANISH 400G,WARBURTONS DANISH 400G,1,"White Sliced Loaf, branded"
WARBURTONS MEDIUM SLICED WHITE BREAD 400G,WARBURTONS MEDIUM SLICED WHITE BREAD 400G,1,"White Sliced Loaf, branded"
WARBURTONS MEDIUM SLICED WHITE BREAD 800G,WARBURTONS MEDIUM SLICED WHITE BREAD 800G,1,"White Sliced Loaf, branded"
WARBURTONS SOFT WHITE BREAD SLICED FARMHOUSE 400G,WARBURTONS SOFT WHITE BREAD SLICED FARMHOUSE 400G,1,"White Sliced Loaf, branded"
WARBURTONS SOFT WHITE SLICED FARMHOUSE BREAD 800G,WARBURTONS SOFT WHITE SLICED FARMHOUSE BREAD 800G,1,"White Sliced Loaf, branded"
WARBURTONS THICK SLICED WHITE TOASTIE BREAD 400G,WARBURTONS THICK SLICED WHITE TOASTIE BREAD 400G,1,"White Sliced Loaf, branded"
WARBURTONS THICK SLICED WHITE TOASTIE BREAD 800G,WARBURTONS THICK SLICED WHITE TOASTIE BREAD 800G,1,"White Sliced Loaf, branded"
ALTA ITALIA PINOT GRIGIO ITALIAN WHITE WINE 75CL,ALTA ITALIA PINOT GRIGIO ITALIAN WHITE WINE 75CL,1,"White Wine, European, bottle"
CANALETTO PINOT GRIGIO ITALIAN WHITE WINE 75CL,CANALETTO PINOT GRIGIO ITALIAN WHITE WINE 75CL,1,"White Wine, European, bottle"
"CHAMPTELOUP MUSCADET SÈVRE ET MAINE LOIRE, FRANCE 75CL","CHAMPTELOUP MUSCADET SÈVRE ET MAINE LOIRE, FRANCE 75CL",1,"White Wine, European, bottle"
"CHAPEL DOWN FLINT DRY KENT, ENGLAND 75CL","CHAPEL DOWN FLINT DRY KENT, ENGLAND 75CL",1,"White Wine, European, bottle"
ERRAZURIZ ESTATE SAUVIGNON BLANC 75CL,ERRAZURIZ ESTATE SAUVIGNON BLANC 75CL,1,"White Wine, European, bottle"
FIRST PRESS CHARDONNAY 75CL,FIRST PRESS CHARDONNAY 75CL,1,"White Wine, European, bottle"
HARDYS ENDEAVOUR CHARDONNAY AUSTRALIAN WHITE WINE 75CL,HARDYS ENDEAVOUR CHARDONNAY AUSTRALIAN WHITE WINE 75CL,1,"White Wine, European, bottle"
LA MONETTA GAVI DI GAVI ITALIAN WHITE WINE 75CL,LA MONETTA GAVI DI GAVI ITALIAN WHITE WINE 75CL,1,"White Wine, European, bottle"
LAVIS STORIE DI VITE PINOT GRIGIO ITALIAN WHITE WINE 75CL,LAVIS STORIE DI VITE PINOT GRIGIO ITALIAN WHITE WINE 75CL,1,"White Wine, European, bottle"
MACON VILLAGES CHAPELLE LES LOUPS FRENCH WHITE WINE 75CL,MACON VILLAGES CHAPELLE LES LOUPS FRENCH WHITE WINE 75CL,1,"White Wine, European, bottle"
MONCARO VERDICCHIO DEI CASTELLI DI JESI CLASSICO MARCHE ITALIAN WHITE WINE 75CL,MONCARO VERDICCHIO DEI CASTELLI DI JESI CLASSICO MARCHE ITALIAN WHITE WINE 75CL,1,"White Wine, European, bottle"
OYSTER BAY SAUVIGNON BLANC NEW ZEALAND WHITE WINE 75CL,OYSTER BAY SAUVIGNON BLANC NEW ZEALAND WHITE WINE 75CL,1,"White Wine, European, bottle"
PAUL MAS VIOGNIER SAUVIGNON BLANC FRENCH WHITE WINE 75CL,PAUL MAS VIOGNIER SAUVIGNON BLANC FRENCH WHITE WINE 75CL,1,"White Wine, European, bottle"
PORCUPINE RIDGE SAUVIGNON BLANC SOUTH AFRICAN WHITE WINE 75CL,PORCUPINE RIDGE SAUVIGNON BLANC SOUTH AFRICAN WHITE WINE 75CL,1,"White Wine, European, bottle"
POUILLY FUMÉ AC CHATELAIN 75CL,POUILLY FUMÉ AC CHATELAIN 75CL,1,"White Wine, European, bottle"
QUINTA DE AZEVEDO VINHO VERDE 75CL,QUINTA DE AZEVEDO VINHO VERDE 75CL,1,"White Wine, European, bottle"
RIVERPATH SAUVIGNON BLANC NEW ZEALAND WHITE WINE 75CL,RIVERPATH SAUVIGNON BLANC NEW ZEALAND WHITE WINE 75CL,1,"White Wine, European, bottle"
VILLA MARIA PB SAUVIGNON BLANC NEW ZEALAND WHITE WINE 75CL,VILLA MARIA PB SAUVIGNON BLANC NEW ZEALAND WHITE WINE 75CL,1,"White Wine, European, bottle"
WAITROSE CHILEAN SAUVIGNON BLANC 75CL,WAITROSE CHILEAN SAUVIGNON BLANC 75CL,1,"White Wine, European, bottle"
WAITROSE FAIRTRADE CHENIN BLANC SOUTH AFRICAN WHITE WINE 75CL,WAITROSE FAIRTRADE CHENIN BLANC SOUTH AFRICAN WHITE WINE 75CL,1,"White Wine, European, bottle"
WAITROSE HUNGARIAN PINOT GRIGIO 75CL,WAITROSE HUNGARIAN PINOT GRIGIO 75CL,1,"White Wine, European, bottle"
WAITROSE SAUVIGNON BLANC SOUTHERN FRENCH WHITE WINE 75CL,WAITROSE SAUVIGNON BLANC SOUTHERN FRENCH WHITE WINE 75CL,1,"White Wine, European, bottle"
WOLF BLASS YELLOW LABEL CHARDONNAY AUSTRALIAN WHITE WINE 75CL,WOLF BLASS YELLOW LABEL CHARDONNAY AUSTRALIAN WHITE WINE 75CL,1,"White Wine, European, bottle"
WR SANCERRE LA FRANCHOTTE FRENCH WHITE WINE 75CL,WR SANCERRE LA FRANCHOTTE FRENCH WHITE WINE 75CL,1,"White Wine, European, bottle"
ALLINSON WHOLEMEAL BATCH 800G,ALLINSON WHOLEMEAL BATCH 800G,1,"Wholemeal Sliced Loaf, branded"
CRANKS ORGANIC BREAD WHOLEMEAL 800G,CRANKS ORGANIC BREAD WHOLEMEAL 800G,1,"Wholemeal Sliced Loaf, branded"
ESSENTIAL WAITROSE THIN SLICED BROWN BREAD 800G,ESSENTIAL WAITROSE THIN SLICED BROWN BREAD 800G,1,"Wholemeal Sliced Loaf, branded"
ESSENTIAL WAITROSE WHOLEMEAL MEDIUM SLICED BREAD 800G,ESSENTIAL WAITROSE WHOLEMEAL MEDIUM SLICED BREAD 800G,1,"Wholemeal Sliced Loaf, branded"
HOVIS BROWN ORIGINAL WHEATGERM SLICED BREAD 400G,HOVIS BROWN ORIGINAL WHEATGERM SLICED BREAD 400G,1,"Wholemeal Sliced Loaf, branded"
HOVIS WHOLEMEAL BREAD MEDIUM SLICED BREAD 800G,HOVIS WHOLEMEAL BREAD MEDIUM SLICED BREAD 800G,1,"Wholemeal Sliced Loaf, branded"
HOVIS WHOLEMEAL SLICED BREAD 400G,HOVIS WHOLEMEAL SLICED BREAD 400G,1,"Wholemeal Sliced Loaf, branded"
HOVIS WHOLEMEAL THICK 800G,HOVIS WHOLEMEAL THICK 800G,1,"Wholemeal Sliced Loaf, branded"
KINGSMILL WHOLEMEAL MEDIUM 800G,KINGSMILL WHOLEMEAL MEDIUM 800G,1,"Wholemeal Sliced Loaf, branded"
ORGANIC BROWN LOAF 400G,ORGANIC BROWN LOAF 400G,1,"Wholemeal Sliced Loaf, branded"
VOGELS WHOLEMEAL & OAT LOAF 800G,VOGELS WHOLEMEAL & OAT LOAF 800G,1,"Wholemeal Sliced Loaf, branded"
WAITROSE FARMHOUSE WHOLEMEAL LOAF 400G,WAITROSE FARMHOUSE WHOLEMEAL LOAF 400G,1,"Wholemeal Sliced Loaf, branded"
WAITROSE HEYFORD WHOLEMEAL BREAD 400G,WAITROSE HEYFORD WHOLEMEAL BREAD 400G,1,"Wholemeal Sliced Loaf, branded"
WAITROSE HEYFORD WHOLEMEAL BREAD 800G,WAITROSE HEYFORD WHOLEMEAL BREAD 800G,1,"Wholemeal Sliced Loaf, branded"
WAITROSE LOVE LIFE HEYFORD SLICED BLOOMER 400G,WAITROSE LOVE LIFE HEYFORD SLICED BLOOMER 400G,1,"Wholemeal Sliced Loaf, branded"
WAITROSE LOVE LIFE STONEGROUND WHOLEMEAL MEDIUM SLICED BREAD 400G,WAITROSE LOVE LIFE STONEGROUND WHOLEMEAL MEDIUM SLICED BREAD 400G,1,"Wholemeal Sliced Loaf, branded"
WAITROSE LOVE LIFE STONEGROUND WHOLEMEAL MEDIUM SLICED BREAD 800G,WAITROSE LOVE LIFE STONEGROUND WHOLEMEAL MEDIUM SLICED BREAD 800G,1,"Wholemeal Sliced Loaf, branded"
WAITROSE LOVE LIFE STONEGROUND WHOLEMEAL THICK SLICED BREAD 800G,WAITROSE LOVE LIFE STONEGROUND WHOLEMEAL THICK SLICED BREAD 800G,1,"Wholemeal Sliced Loaf, branded"
WAITROSE LOVE LIFE WHOLEMEAL FARMHOUSE BATCH 800G,WAITROSE LOVE LIFE WHOLEMEAL FARMHOUSE BATCH 800G,1,"Wholemeal Sliced Loaf, branded"
WAITROSE ORGANIC WHOLEGRAIN FARMHOUSE LOAF 400G,WAITROSE ORGANIC WHOLEGRAIN FARMHOUSE LOAF 400G,1,"Wholemeal Sliced Loaf, branded"
WAITROSE WHOLEMEAL LONG TIN LOAF 800G,WAITROSE WHOLEMEAL LONG TIN LOAF 800G,1,"Wholemeal Sliced Loaf, branded"
WARBURTONS GLUTEN & WHEAT FREE SLICED BROWN BREAD 400G,WARBURTONS GLUTEN & WHEAT FREE SLICED BROWN BREAD 400G,1,"Wholemeal Sliced Loaf, branded"
WARBURTONS WHOLEMEAL 400G,WARBURTONS WHOLEMEAL 400G,1,"Wholemeal Sliced Loaf, branded"
WARBURTONS WHOLEMEAL SLICED BREAD 800G,WARBURTONS WHOLEMEAL SLICED BREAD 800G,1,"Wholemeal Sliced Loaf, branded"
DUCHY ORIGINALS FROM WAITROSE ORGANIC BLACKBERRY & APPLE YOGHURT 140G,DUCHY ORIGINALS FROM WAITROSE ORGANIC BLACKBERRY & APPLE YOGHURT 140G,1,"Yoghurt, small individual"
DUCHY ORIGINALS FROM WAITROSE ORGANIC BLACKCURRANT YOGHURT 140G,DUCHY ORIGINALS FROM WAITROSE ORGANIC BLACKCURRANT YOGHURT 140G,1,"Yoghurt, small individual"
DUCHY ORIGINALS FROM WAITROSE ORGANIC ENGLISH BUTTERSCOTCH YOGHURT 140G,DUCHY ORIGINALS FROM WAITROSE ORGANIC ENGLISH BUTTERSCOTCH YOGHURT 140G,1,"Yoghurt, small individual"
DUCHY ORIGINALS FROM WAITROSE ORGANIC RHUBARB YOGHURT 140G,DUCHY ORIGINALS FROM WAITROSE ORGANIC RHUBARB YOGHURT 140G,1,"Yoghurt, small individual"
DUCHY ORIGINALS FROM WAITROSE ORGANIC STRAWBERRY YOGHURT 140G,DUCHY ORIGINALS FROM WAITROSE ORGANIC STRAWBERRY YOGHURT 140G,1,"Yoghurt, small individual"
RACHEL'S ORGANIC FORBIDDEN FRUITS CHERRY YOGURT 150G,RACHEL'S ORGANIC FORBIDDEN FRUITS CHERRY YOGURT 150G,1,"Yoghurt, small individual"
RACHEL'S ORGANIC FORBIDDEN FRUITS PEACH YOGURT 150G,RACHEL'S ORGANIC FORBIDDEN FRUITS PEACH YOGURT 150G,1,"Yoghurt, small individual"
STAPLETON GOOSEBERRY YOGURT 150G,STAPLETON GOOSEBERRY YOGURT 150G,1,"Yoghurt, small individual"
STAPLETON LOW FAT NECTARINE YOGURT 150G,STAPLETON LOW FAT NECTARINE YOGURT 150G,1,"Yoghurt, small individual"
STAPLETON LOW FAT SWEET & SOUR CHERRY YOGURT 150G,STAPLETON LOW FAT SWEET & SOUR CHERRY YOGURT 150G,1,"Yoghurt, small individual"
STAPLETON RASPBERRY LOW FAT YOGURT 150G,STAPLETON RASPBERRY LOW FAT YOGURT 150G,1,"Yoghurt, small individual"
THE COLLECTIVE DAIRY BANOFFI YOGHURT 150G,THE COLLECTIVE DAIRY BANOFFI YOGHURT 150G,1,"Yoghurt, small individual"
THE COLLECTIVE DAIRY COCONUT & LIME YOGHURT 150G,THE COLLECTIVE DAIRY COCONUT & LIME YOGHURT 150G,1,"Yoghurt, small individual"
THE COLLECTIVE DAIRY LIMITED EDITION YOGHURT 150G,THE COLLECTIVE DAIRY LIMITED EDITION YOGHURT 150G,1,"Yoghurt, small individual"
THE COLLECTIVE DAIRY PASSIONFRUIT YOGHURT 150G,THE COLLECTIVE DAIRY PASSIONFRUIT YOGHURT 150G,1,"Yoghurt, small individual"
THE COLLECTIVE DAIRY STRAIGHT UP YOGHURT 150G,THE COLLECTIVE DAIRY STRAIGHT UP YOGHURT 150G,1,"Yoghurt, small individual"
WAITROSE BLACK CHERRY YOGURT 150G,WAITROSE BLACK CHERRY YOGURT 150G,1,"Yoghurt, small individual"
WAITROSE CHAMPAGNE RHUBARB YOGURT 150G,WAITROSE CHAMPAGNE RHUBARB YOGURT 150G,1,"Yoghurt, small individual"
WAITROSE GOOSEBERRY & ELDERFLOWER YOGURT 150G,WAITROSE GOOSEBERRY & ELDERFLOWER YOGURT 150G,1,"Yoghurt, small individual"
WAITROSE HONEY & STEM GINGER YOGURT 150G,WAITROSE HONEY & STEM GINGER YOGURT 150G,1,"Yoghurt, small individual"
WAITROSE LEMON CURD YOGURT 150G,WAITROSE LEMON CURD YOGURT 150G,1,"Yoghurt, small individual"
WAITROSE MADAGASCAN VANILLA YOGURT 150G,WAITROSE MADAGASCAN VANILLA YOGURT 150G,1,"Yoghurt, small individual"
WAITROSE SCOTTISH RASPBERRY YOGURT 150G,WAITROSE SCOTTISH RASPBERRY YOGURT 150G,1,"Yoghurt, small individual"
WAITROSE STRAWBERRY YOGURT 150G,WAITROSE STRAWBERRY YOGURT 150G,1,"Yoghurt, small individual"
GO FRU STRAWBERRY & YOGURT 90G,GO FRU STRAWBERRY & YOGURT 90G,1,Yoghurt/Fromage Frais
LITTLE YEOS 4 ORGANIC FRUITY FAVOURITES YOGURTS 4X90G,LITTLE YEOS 4 ORGANIC FRUITY FAVOURITES YOGURTS 4X90G,1,Yoghurt/Fromage Frais
LITTLE YEOS 4 ORGANIC FRUITY FAVOURITES YOGURTS 9X40G,LITTLE YEOS 4 ORGANIC FRUITY FAVOURITES YOGURTS 9X40G,1,Yoghurt/Fromage Frais
LITTLE YEOS 6 ORGANIC MERRY BERRIES FROMAGE FRAIS 6X45G,LITTLE YEOS 6 ORGANIC MERRY BERRIES FROMAGE FRAIS 6X45G,1,Yoghurt/Fromage Frais
LITTLE YEOS 6 ORGANIC STRAWBERRY & VANILLA MANGO & VANILLA YOGURTS 6X45G,LITTLE YEOS 6 ORGANIC STRAWBERRY & VANILLA MANGO & VANILLA YOGURTS 6X45G,1,Yoghurt/Fromage Frais
LITTLE YEOS MELLOW YELLOWS FROMAGE FRAIS 6X45G,LITTLE YEOS MELLOW YELLOWS FROMAGE FRAIS 6X45G,1,Yoghurt/Fromage Frais
MUNCH BUNCH DOUBLE UP STRAWBERRY & RASPBERRY FROMAGE FRAIS 4X85G,MUNCH BUNCH DOUBLE UP STRAWBERRY & RASPBERRY FROMAGE FRAIS 4X85G,1,Yoghurt/Fromage Frais
MUNCH BUNCH DOUBLE UP STRAWBERRY & VANILLA FROMAGE FRAIS 4X85G,MUNCH BUNCH DOUBLE UP STRAWBERRY & VANILLA FROMAGE FRAIS 4X85G,1,Yoghurt/Fromage Frais
MUNCH BUNCH SQUASHUMS STRAWBERRY & RASPBERRY FROMAGE FRAIS POUCH 4X80G,MUNCH BUNCH SQUASHUMS STRAWBERRY & RASPBERRY FROMAGE FRAIS POUCH 4X80G,1,Yoghurt/Fromage Frais
MUNCH BUNCH SQUASHUMS STRAWBERRY & RASPBERRY YOGURT 6X60G,MUNCH BUNCH SQUASHUMS STRAWBERRY & RASPBERRY YOGURT 6X60G,1,Yoghurt/Fromage Frais
MUNCH BUNCH SQUASHUMS STRAWBERRY YOGURT 6X60G,MUNCH BUNCH SQUASHUMS STRAWBERRY YOGURT 6X60G,1,Yoghurt/Fromage Frais
PETITS FILOUS CHOCOLATE & VANILLA LITTLE DESSERTS 6X55G,PETITS FILOUS CHOCOLATE & VANILLA LITTLE DESSERTS 6X55G,1,Yoghurt/Fromage Frais
PETITS FILOUS FRUBES FROMAGE FRAIS TUBES 9X40G,PETITS FILOUS FRUBES FROMAGE FRAIS TUBES 9X40G,1,Yoghurt/Fromage Frais
PETITS FILOUS FRUBES LIMITED EDITION VANILLA & STRAWBERRY FROMAGE FRAIS TUBES 9X40G,PETITS FILOUS FRUBES LIMITED EDITION VANILLA & STRAWBERRY FROMAGE FRAIS TUBES 9X40G,1,Yoghurt/Fromage Frais
PETITS FILOUS FRUBES STRAWBERRY FROMAGE FRAIS TUBES 9X40G,PETITS FILOUS FRUBES STRAWBERRY FROMAGE FRAIS TUBES 9X40G,1,Yoghurt/Fromage Frais
PETITS FILOUS STRAWBERRY & APRICOT FROMAGE FRAIS 6X47G,PETITS FILOUS STRAWBERRY & APRICOT FROMAGE FRAIS 6X47G,1,Yoghurt/Fromage Frais
PETITS FILOUS STRAWBERRY & PEACH GREEK STYLE FRUIT LAYERS 6X55G,PETITS FILOUS STRAWBERRY & PEACH GREEK STYLE FRUIT LAYERS 6X55G,1,Yoghurt/Fromage Frais
PETITS FILOUS STRAWBERRY & RASPBERRY FROMAGE FRAIS 6X47G,PETITS FILOUS STRAWBERRY & RASPBERRY FROMAGE FRAIS 6X47G,1,Yoghurt/Fromage Frais
RACHEL'S ORGANIC MY FIRST YOGURT 4X90G,RACHEL'S ORGANIC MY FIRST YOGURT 4X90G,1,Yoghurt/Fromage Frais
RACHEL'S ORGANIC TASTE EXPLORERS YOGURT 4X100G,RACHEL'S ORGANIC TASTE EXPLORERS YOGURT 4X100G,1,Yoghurt/Fromage Frais
THE COLLECTIVE KIWI & APPLE & PEAR SUCKIES 100G,THE COLLECTIVE KIWI & APPLE & PEAR SUCKIES 100G,1,Yoghurt/Fromage Frais
THE COLLECTIVE PEACH & APRICOT SUCKIES 100G,THE COLLECTIVE PEACH & APRICOT SUCKIES 100G,1,Yoghurt/Fromage Frais
THE COLLECTIVE SASSY STRAWBERRY SUCKIES 100G,THE COLLECTIVE SASSY STRAWBERRY SUCKIES 100G,1,Yoghurt/Fromage Frais
THE COLLECTIVE SUNKISSED TROPICAL SUCKIES 100G,THE COLLECTIVE SUNKISSED TROPICAL SUCKIES 100G,1,Yoghurt/Fromage Frais
